id,language,reference,generated,generated_rci,bleu_score,rouge1,rouge2,rougeL,bertscore_f1
14,python,"Asserts that each string in the input list is a valid datatype by checking against a master list, returning the original list if all values are valid","Verifies that all datatypes within the input list 'values' are present in a predefined list of valid datatypes, raising an assertion error if an invalid datatype is encountered, and returning the original list if all datatypes are valid.","Validates that all datatypes in the input list 'values' are present in a predefined list of valid datatypes, raising an assertion error for any invalid datatypes and returning the original list if all are valid.",17.5,58.46,28.57,46.15,75.23
15,python,"Traverses a VSSNode tree to generate a formatted string, displaying each node's name followed by the values of any specified attributes found on it","Generates a string representation of a VSSNode tree structure, recursively traversing the tree and including node names and specified attributes (if they exist and are strings or other renderable types) with appropriate indentation.","Generates a formatted string representation of a VSSNode tree, displaying node names and specified attributes (if present) with indentation, handling string and non-string attribute values appropriately.",5.55,34.48,10.71,20.69,75.49
16,python,"Recursively traverses up the parent hierarchy to find and return the first non-instance ancestor node and the traversal depth, raising an exception if the starting node is not a branch or if no root is found","Traverses up the parent chain of a VSSNode to find the root instance node, incrementing the depth with each step, and raising an exception if the current node is not an instance or if the root is not reachable.","Recursively traverses the parent chain of a VSSNode to locate the root instance node, incrementing a depth counter, and raising an exception if the current node lacks instance status or if the root instance is unreachable.",17.71,65.79,32.43,60.53,75.22
17,python,Recursively calculates the depth of the first-found branch of children where each node is a `VSSDataBranch` with its `is_instance` flag set,Recursively counts the depth of instance children within a tree structure where each node has a 'children' attribute and data that may be a 'VSSDataBranch' with an 'is_instance' flag.,"Recursively counts the depth of instance children within a tree-like structure, traversing 'children' nodes where the data is a 'VSSDataBranch' and the 'is_instance' flag is set.",8.81,52.83,31.37,52.83,80.48
18,python,Returns a list of node IDs from an input list whose expected parent's name matches the provided `name`,Identifies and returns a list of node IDs from a given list where the expected parent of each node matches the specified name.,"Filters a list of node IDs, returning only those whose expected parent matches the provided name.",23.61,61.9,40.0,61.9,79.78
19,python,"Retrieves an attribute from an object, returning a specified default value if the attribute is missing or its value is `None`","Safely retrieves an attribute from an object by name, returning a provided default value if the attribute is not found or is None.","Retrieves an attribute from an object by name, returning a specified default value if the attribute is missing or its value is None.",39.62,77.27,57.14,77.27,86.76
20,python,Generates a `proto3` file from a VSS tree by first writing import statements for complex data types and then converting each branch in the tree into a corresponding protobuf message,"Traverses a signal tree, extracts and writes necessary proto imports based on data types, and then generates proto messages for each branch within the tree, incorporating static UIDs and optional fields as specified.","Traverses a signal tree, extracts and writes proto imports for referenced data types, and then generates proto messages for each branch within the tree, incorporating static UIDs and optional fields as specified.",4.32,38.1,16.39,31.75,67.99
21,python,"Traverses a VSS tree to find all terminal instance branches, grouping their relative names into a dictionary where each key is the fully qualified name of the original branch they instantiate","Traverses a VSSNode tree to identify and group instance names belonging to their respective root nodes, excluding nodes with nested instance branches, and returns a dictionary mapping root fully qualified names to lists of their instance names.","Traverses a VSSNode tree to identify and group instance names under their root nodes, excluding nodes with nested instance branches, and returns a dictionary mapping root fully qualified names to lists of their instance names.",6.62,38.24,15.15,32.35,67.64
22,python,Checks if a given VSSNode is a leaf by verifying its 'data' attribute is an instance of VSSDataDatatype,Determines if a given VSSNode represents a leaf node by checking if its 'data' attribute is an instance of the VSSDataDatatype class.,Checks if a VSSNode is a leaf node by verifying if its 'data' field holds a VSSDataDatatype instance.,39.65,75.0,52.63,75.0,89.82
23,python,Returns `True` if the given `VSSNode`'s data is a `VSSDataBranch` and its `is_instance` attribute is `False`,Checks if a given VSSNode represents a VSS branch by verifying that its data is a VSSDataBranch and that the branch is not an instance.,Determines if a VSSNode represents a VSS branch by confirming its data is a VSSDataBranch and its 'is_instance' flag is false.,6.78,55.81,24.39,46.51,68.61
24,python,Returns True if the node's data is a VSSDataBranch and its 'is_instance' attribute is True,Checks if a given VSSNode represents an instance of a VSSDataBranch by verifying that its data is a VSSDataBranch and that the branch's 'is_instance' flag is set to True.,Determines if a VSSNode's data is a VSSDataBranch instance by checking if the node's data is a VSSDataBranch and its 'is_instance' attribute is True.,16.4,54.17,21.74,41.67,73.35
25,python,"Calculates a 32-bit FNV-1 hash for a given byte string by iterating through each byte, multiplying the current hash by the FNV prime, and then performing a bitwise XOR with the byte",Calculates a 32-bit FNV-1a hash value for a given byte string using a chained multiplication and XOR operation.,"Computes a 32-bit FNV-1a hash value for a byte string by iteratively multiplying and XORing with a prime number, ensuring the result remains within a 32-bit range.",18.11,51.85,30.77,48.15,76.11
28,java,"Inflates the `card_fragment` layout, finds and assigns the card's title and icon views, and returns the resulting root view","Inflates a layout (`card_fragment`) to create a view, finds the `card_name` and `card_icon` views within it, and returns the inflated root view.","Inflates a layout (`card_fragment`) to create a view hierarchy, retrieves references to the `card_name` and `card_icon` views within it, and returns the inflated root view.",21.92,65.22,27.27,60.87,77.61
29,java,"Updates an `ImageButton`'s icon and click listener from a content object and makes it visible, or hides the button if the content is null","Updates the visibility and properties (icon and click listener) of an `ImageButton` based on the provided `DescriptiveTextWithControlsView.Control` content, displaying it if the content is not null and hiding it otherwise.","Updates an `ImageButton`'s icon, click listener, and visibility based on a `DescriptiveTextWithControlsView.Control` object, displaying the button with its associated content if available and hiding it if null.",19.35,57.14,25.93,42.86,73.45
30,java,"Lazily inflates a `ViewStub` to create a descriptive text layout, caches references to its child views (title, subtitle, image), and returns the inflated layout","Lazily initializes and returns a `View` inflated from a `ViewStub` containing descriptive text elements (title, subtitle, optional image, and tap-for-more text) if it hasn't been created yet.","Lazily initializes and returns a `View` inflated from a `ViewStub` (identified by `descriptive_text_layout`) containing descriptive text elements (title, subtitle, optional image, and tap-for-more text) if it hasn't been created yet.",20.59,44.44,19.23,33.33,70.66
31,java,Updates the header view on the main UI thread by making its root view visible and setting the card's title and icon from the provided `CardHeader` object,"Updates the header view of a card by making a UI update on the main thread to set the card title and icon based on the provided `CardHeader` object, and ensuring the root view is visible.","Updates the card's header view on the main thread, setting the title and icon from the provided `CardHeader` and making the root view visible.",26.73,75.0,41.94,53.12,86.08
32,java,"Lazily inflates a `ViewStub` to create and return the text block layout view, while also finding and caching references to its child text views on the first call","Lazily initializes and returns a `View` representing a text block layout, inflating it from a `ViewStub` and retrieving references to its `text_block` and `tap_for_more_text` child views if it hasn't been initialized before.","Lazily initializes and returns a `View` representing a text block layout, inflating it from a `ViewStub` and obtaining references to its `text_block` and `tap_for_more_text` child views if it hasn't been initialized previously.",9.63,46.15,15.87,33.85,73.38
33,java,"Queries the `PackageManager` for a `MediaBrowserService` within a given package and returns a `ComponentName` for the first one found, or `null` if none exist","Queries the system for a media browsing service within a specified package, returning its component name if found, otherwise returning null.",Retrieves the component name of the default media browsing service within a given package by querying the system's package manager.,4.68,44.44,13.95,40.0,77.42
34,java,"Determines if a component should be added to a launchable list, returning `false` if its package is explicitly hidden or if it's a custom media component and launchable apps are also being shown, otherwise returning `true` for valid launchable or media service types","Determines whether a component should be added to launchables based on a blacklist of package names, custom media component configurations, and the component's application type, logging an error for invalid application types.","Determines whether a component should be added to launchables based on a blacklist of package names, custom media component configurations, and the component's application type, returning `false` if the component's package is blacklisted or is a custom media component that shouldn't be launched.",13.14,41.56,18.67,38.96,68.64
35,java,"Sets the car's media source to a given component in browse mode and finishes the context if it's an Activity, catching and logging a `CarNotConnectedException` if the car service is unavailable","Selects a media source and finishes the activity, setting the media source mode to browse for a given component name using a `CarMediaManager`, while handling potential `CarNotConnectedException` errors.","Selects a media source and finishes the activity by instructing a `CarMediaManager` to set the media source mode to browse for a specified component, gracefully handling `CarNotConnectedException` errors.",11.29,49.18,16.95,29.51,74.42
36,java,"Safely checks if a given activity is distraction optimized using the `CarPackageManager`, returning `false` and logging an error if the manager is null or a `CarNotConnectedException` is caught","Checks if a specified activity within a given package is distraction optimized by querying the `CarPackageManager`, handling potential `CarNotConnectedException` errors and returning a boolean indicating the optimization status.","Determines whether a given activity within a package is optimized for distraction by querying the `CarPackageManager`, logging an error if the car is not connected, and returning a boolean indicating the optimization status.",19.74,53.57,22.22,39.29,73.57
38,java,"Retrieves a specific, resolvable map `Intent` from a configured list if it matches the system's default map app, otherwise falls back to a generic `Intent` for any map application","Constructs an `Intent` to launch a maps application, prioritizing those specified in `config_homeCardPreferredMapActivities` while falling back to the system default if no preferred activity is found or if the URI is invalid.","Constructs an `Intent` to launch a maps application, prioritizing activities listed in `config_homeCardPreferredMapActivities` based on package name and availability, falling back to the system default if no preferred activity is valid or found.",5.46,28.57,6.56,15.87,62.49
39,java,"Lazily initializes a set of `HomeCardModule`s by reflectively instantiating class names from a configuration array, and then uses a `FragmentTransaction` to add each module's card view to the UI layout","Dynamically instantiates and initializes `HomeCardModule` classes specified in a resource array, sets a `ViewModelProvider` for each, adds them to a set, and then uses a `FragmentTransaction` to replace resources with the corresponding card views.","Dynamically instantiates and initializes `HomeCardModule` classes specified in a resource array, sets a `ViewModelProvider` for each, adds them to a set, and then uses a `FragmentTransaction` to replace resources with the corresponding card views, logging errors if instantiation fails.",24.68,48.48,18.75,33.33,76.27
40,java,"Iterates through a list of appeared tasks and uses the `ActivityTaskManager` to remove any task that is in multi-window mode, logging it as a dangling task","Iterates through a list of `TaskAppearedInfo` objects, identifies tasks running in multi-window mode, and removes them using `ActivityTaskManager` to clean up potentially dangling tasks.","Iterates through a list of `TaskAppearedInfo` objects, identifies tasks running in multi-window mode, and removes them from the system using `ActivityTaskManager` to clean up potentially dangling tasks.",27.75,53.85,32.0,42.31,80.72
41,java,Parses the mode from the current Intent and sets the title for both the Activity and the CarUi toolbar using the string resource ID defined in that mode,"Parses the application mode from the intent, sets the activity title, and updates the toolbar title with the corresponding string ID.",Parses the application mode from the intent and updates both the activity title and the toolbar title with the associated string ID.,8.66,65.31,21.28,61.22,77.61
42,java,"Lazily initializes and returns a `Chronometer` by finding it in the layout, while also finding and caching its associated separator view on the first call","Lazily initializes and returns a `Chronometer` view found within a layout, also retrieving and storing a separator view associated with the timer.","Lazily initializes and returns a `Chronometer` view found within a layout, retrieving and storing a related separator view from the same layout.",30.67,55.32,26.67,51.06,79.48
43,java,"Lazily inflates a media layout from a `ViewStub`, finds and caches its title and subtitle views, initializes its media playback controls bar via a presenter, and returns the inflated view","Lazily initializes and returns a `View` obtained by inflating a `ViewStub` with the ID `media_layout`, finds its title, subtitle, and control bar elements, and initializes the control bar using the presenter.","Lazily initializes and returns a `View` obtained by inflating a `ViewStub` with the ID `media_layout`, retrieves its title, subtitle, and media control bar views, and then initializes the control bar using the presenter.",11.41,61.29,13.33,35.48,74.72
44,java,"If a valid `Drawable` and card size are provided, this method scales the image to a square based on the card's largest dimension, blurs it, and sets the resulting bitmap as the animated, visible card background","Scales a provided `Drawable` to a square size, blurs it, and sets it as the blurred background image of a card, ensuring visibility if the image and card size are valid.","Scales a provided `Drawable` to a square size based on its dimensions, blurs it, and sets it as the blurred background image of a card, ensuring visibility if the image and card size are valid.",25.58,67.65,30.3,35.29,76.11
45,java,Makes the media layout view visible and updates its title and subtitle with the provided text,Updates the visibility and text content of a media layout view by setting the title and subtitle text fields.,Makes a media layout view visible and updates its title and subtitle text fields with the provided CharSequence values.,13.62,62.86,24.24,45.71,77.02
46,java,"If the content's start time is positive, this method makes a chronometer and a separator visible, sets the chronometer's base time, and starts it; otherwise, it hides both views","Conditionally displays and starts a chronometer to track audio duration based on the provided `startTime` within a `DescriptiveTextWithControlsView`, also showing a separator if the start time is valid.","Conditionally displays and starts a chronometer to track audio duration based on the `startTime` in a `DescriptiveTextWithControlsView`, showing a separator when the chronometer is visible.",7.21,40.68,21.05,20.34,61.54
47,java,Registers a member callback to the provided `Call` object after verifying it is not null,"Registers a callback with the provided `Call` object to receive updates related to the call, ensuring the callback is only registered if the `Call` object is not null.",Registers a callback with a non-null `Call` object to receive updates related to the call.,19.93,51.16,34.15,46.51,75.53
48,java,"Handles the removal of a call by clearing the current call and card content, notifying the presenter of the model update, and unregistering its callback from the call object for cleanup","Removes the current call, clears associated content, notifies the presenter of the update, and unregisters the callback from the removed call if it exists.","Clears the current call and associated content, notifies the presenter of the update, and unregisters the callback from the removed call to maintain proper state management.",17.06,54.55,30.19,50.91,78.32
49,java,"Formats a phone number to create a new `DescriptiveTextWithControlsView` with call details and controls, then notifies the presenter that the model has been updated","Formats a phone number, creates a `DescriptiveTextWithControlsView` using the formatted number and other UI elements, and then notifies the presenter that the model has been updated.","Formats a phone number using `TelecomUtils`, creates a `DescriptiveTextWithControlsView` with the formatted number and associated UI controls, and then informs the presenter of the model update.",42.5,68.0,50.0,68.0,86.02
50,java,"Initializes mute, end call, and dialpad buttons by assigning each an icon and a click listener to toggle mute status, disconnect the current call, and delegate to an onClick handler, respectively","Initializes three control buttons – mute, end call, and dialpad – within an audio control system, assigning icons and associated actions to toggle mute status, disconnect the call, and open the dialpad respectively.","Initializes three control buttons – mute, end call, and dialpad – assigning icons and actions to toggle mute status, disconnect the call, and trigger a dialpad action, all within an in-call audio control system.",34.98,61.29,33.33,54.84,76.41
53,cpp,"When a new listener is added, this callback immediately notifies it with an `AVAILABLE` status if the D-Bus connection is already active",Notifies a newly added listener with an `AvailabilityStatus::AVAILABLE` event if the D-Bus connection is currently connected.,Notifies a newly added listener with an `AvailabilityStatus::AVAILABLE` event if the D-Bus connection is connected.,22.14,63.41,30.77,53.66,77.29
54,cpp,"Atomically registers a given thread to be joined later by adding it to a list, but only if its associated connection is active and the thread is not already present in the list","Associates a given thread with a connection identifier, ensuring the thread is added to a list of threads to be joined upon exit if the connection already exists.","Associates a given thread with a connection identifier, adding the thread to a list of threads to be joined upon exit if the connection already exists and the thread isn't already tracked.",12.48,52.46,27.12,29.51,69.93
56,cpp,A callback function that handles the removal of a D-Bus watch by stopping its monitoring and disassociating the high-level wrapper object from the underlying `libdbus` watch,"Handles the removal of a D-Bus watch by stopping its monitoring if ready, clearing its associated data, and logging an error if the provided context data is null.","Handles the removal of a D-Bus watch by stopping monitoring if ready, clearing associated data, and logging an error if the provided watch context data is null.",29.92,49.12,40.0,49.12,70.9
57,cpp,"Handles the toggling of a D-Bus watch by creating a C++ wrapper object for it on first use, and then starting or stopping its monitoring based on its readiness status","Handles D-Bus watch toggling events by either initializing and starting a `DBusWatch` object or stopping and removing an existing one based on its readiness state, ensuring proper management of D-Bus monitoring within a given context.","Manages D-Bus watch toggling events by initializing, starting, stopping, or removing a `DBusWatch` object based on its readiness and the provided context, ensuring proper D-Bus monitoring.",9.9,55.88,18.18,38.24,71.78
58,cpp,"Lazily initializes and returns a thread-safe, singleton `DBusObjectManager` instance using a double-checked locking pattern","Lazily initializes and returns a shared pointer to a `DBusObjectManager` instance, ensuring thread-safe creation using a mutex if it doesn't already exist, and associating it with the current `DBusConnection`.","Lazily initializes and returns a shared pointer to a `DBusObjectManager` instance, ensuring thread-safe creation using a mutex if it doesn't already exist, and associating it with the current `DBusConnection` via a shared pointer.",18.23,46.81,31.11,38.3,74.94
59,cpp,"Decrements a reference count for a given D-Bus service name, releasing it from the bus if the count reaches zero, and returns `true` on success or `false` if the name was not being tracked","Releases a D-Bus service name by either removing it if only one instance exists or decrementing its count, using `dbus_bus_release_name` and handling potential errors while ensuring thread safety with a recursive mutex.","Releases a D-Bus service name by either removing it if it's the last instance or decrementing its count, using `dbus_bus_release_name` and handling potential errors while ensuring thread safety with a recursive mutex, and returning `true` if the release operation was successful or the count was decremented.",4.86,36.62,8.7,25.35,62.25
60,cpp,"Steals the reply from a `DBusPendingCall` handle and wraps it in a new `DBusMessage` object that takes ownership, returning an empty message if the input handle is null","Converts a `DBusPendingCall` object into a `DBusMessage` object by stealing the reply from the pending call and returning the resulting message, handling null input and returning an empty message on error.","Converts a `DBusPendingCall` object into a `DBusMessage` object by stealing the reply, handling null input and returning an empty message on error.",23.52,54.24,24.56,30.51,79.81
61,cpp,Thread-safely deallocates a collection of asynchronous D-Bus message reply handlers by moving them from a protected member list to a local copy before iterating through and deleting each one,"Deletes all asynchronous DBus message reply handlers stored in a protected vector by first safely acquiring a lock, copying the handlers to a temporary vector, clearing the protected vector, and then iterating through the temporary vector to delete each handler.","Deletes all asynchronous DBus message reply handlers stored in a protected vector by safely acquiring a lock, moving the handlers to a temporary vector, clearing the protected vector, and then iterating through the temporary vector to delete each handler.",5.73,42.25,14.49,30.99,72.11
62,cpp,Thread-safely notifies all registered signal handlers of a successful state by invoking their `onSpecificError` callback with a `SUCCESS` status for each associated signal tag,"Iterates through registered D-Bus signal handlers and their associated tags, notifying each handler of a successful call status for each tag after acquiring a lock to protect the signal state handlers map.","Iterates through registered D-Bus signal handlers and their associated tags, calling the `onSpecificError` method on each handler with a `SUCCESS` status for each tag after acquiring a lock to protect the signal state handlers map.",9.06,51.72,17.86,34.48,66.54
63,cpp,"Thread-safely removes a connection, identified by its ID, from an internal collection if it exists","Releases a connection identified by `_connectionId` from the `connections_` map by removing it under the protection of a recursive mutex, ensuring thread-safe access and deletion.","Removes a connection identified by `_connectionId` from the `connections_` map, ensuring thread-safe access and deletion using a recursive mutex.",3.65,33.33,15.0,28.57,66.56
64,cpp,"Handles an incoming D-Bus signal by dispatching it to the appropriate handler for either ""InterfacesAdded"" or ""InterfacesRemoved"" events based on the message's member name",Dispatches a received D-Bus message to the appropriate handler within the `instanceAvblStatusEvent_` object based on whether the message contains the 'InterfacesAdded' or 'InterfacesRemoved' member.,"Routes a received D-Bus message to either the `onInterfacesAddedSignal` or `onInterfacesRemovedSignal` handler of the `instanceAvblStatusEvent_` object, depending on the message's member name.",11.3,54.9,32.65,43.14,79.49
65,cpp,"Retrieves available service instances from a registry, translates the internal D-Bus representation into a vector of `DBusAddress` objects, and populates the provided output vector and status parameter","Retrieves available service instances from a D-Bus registry, populates a vector with their addresses, and sets a success status, translating the registry's data into a usable format.","Retrieves available service instances from a D-Bus registry, populates a vector with their addresses, and sets a success status, translating the registry's data into a usable format for the caller.",22.21,56.14,29.09,42.11,75.33
66,cpp,"Gets the availability status of a service instance by translating its identifier to a D-Bus address and querying a registry, setting the result and a success status in output parameters","Determines the availability status of a specified service instance on D-Bus by translating a common address to a D-Bus address and checking its existence in the registry, updating the availability status and call status accordingly.","Retrieves the availability status of a service instance on D-Bus by translating a common address to a D-Bus address and querying the registry to determine if the instance is alive, setting the availability and call status accordingly.",24.6,64.71,33.33,55.88,75.51
67,cpp,"Handles a D-Bus ""InterfacesRemoved"" signal by parsing the object path and interface names, and for any interface matching the one being observed, notifies listeners that its status has changed to ""NOT_AVAILABLE","Processes a D-Bus signal indicating the removal of interfaces, extracts the object path and interface names, and if the observed interface is removed, updates the availability status and notifies listeners.","Processes a D-Bus signal indicating interface removal, extracts the object path and interface names, and updates the availability status of the observed interface if it's removed, notifying listeners accordingly.",22.85,53.12,29.03,46.87,74.19
68,cpp,Notifies listeners of an interface's availability change by translating its D-Bus path and name into a generic CommonAPI address,"Translates a D-Bus address composed of service, object path, and interface name into a common address format and then notifies listeners about a change in availability status for that address.","Translates a D-Bus address (service, object path, and interface name) into a common address format and notifies listeners of an availability status change for the corresponding object.",5.79,53.85,20.0,30.77,78.11
69,cpp,"Thread-safely schedules a task on the main event loop to notify a newly added listener, passing along its specific subscription details","Adds a listener and subscription, then asynchronously pushes a function call to the main loop to notify the listener via the D-Bus connection, utilizing a weak pointer to the DBusProxy to avoid ownership issues.","Adds a listener and subscription, then asynchronously notifies the listener via the D-Bus connection by pushing a function call to the main loop, using a weak pointer to the DBusProxy to safely manage ownership.",5.55,31.58,10.91,24.56,66.97
70,cpp,Thread-safely removes all listeners from an internal collection that match the provided `Subscription` identifier,"Removes a specified `Listener` from a collection of listeners associated with a `Subscription`, ensuring thread safety via a recursive mutex and iterating through the collection to find and erase the matching listener.","Removes a specified `Listener` and its associated `Subscription` from a collection of listeners, protected by a recursive mutex to ensure thread safety during iteration and erasure.",4.46,29.79,0.0,17.02,66.62
71,cpp,Delegates the registration of a signal state handler for a specific subscription to the underlying connection object,"Adds a signal handler to the underlying D-Bus connection for a specific subscription, enabling the handler to receive and process signals matching that subscription.","Registers a D-Bus signal handler with the connection for a given subscription, allowing it to receive and process signals associated with that subscription.",15.66,57.14,30.0,38.1,68.9
72,cpp,Handles the result of an asynchronous service instance query by translating the `DBusAddress` list to a string list on success and invoking a final callback with the call status and the translated list,"Handles the asynchronous callback for retrieving available service instances, translating D-Bus addresses to strings and passing the status and the translated instances to the provided callback function.","Processes the asynchronous callback for retrieving available service instances, translating D-Bus addresses to strings and invoking the provided callback with the call status and the resulting string instances.",9.63,45.9,13.56,39.34,71.95
73,cpp,"Dispatches an incoming `DBusMessage` to a registered handler based on its object path and interface, or handles it as a standard introspection request, returning `true` if the message was processed","Handles an incoming `DBusMessage` by attempting to route it to a registered interface handler based on object path and interface name, or by processing it directly if it's an introspection request.","Handles an incoming `DBusMessage` by looking up a registered interface handler based on object path and interface name and invoking it, or by processing introspection requests if no handler is found.",25.26,61.29,33.33,54.84,80.65
74,cpp,"Registers a D-Bus interface handler for a specific path, returning `false` if the exact handler is already registered, but allowing idempotent registration for standard `ObjectManager` and `Properties` interfaces","Adds a `DBusInterfaceHandler` to a table associated with a `DBusInterfaceHandlerPath`, returning `true` if the handler was already present or successfully added, and `false` otherwise, with special handling for specific object manager interfaces.","Adds a `DBusInterfaceHandler` to a table indexed by `DBusInterfaceHandlerPath`, returning `true` if the handler already exists and is a standard object manager interface, or if the addition is successful, and `false` otherwise.",8.96,39.34,3.39,29.51,68.66
75,cpp,"Registers a given `DBusInterfaceHandler` to a specific path in a table, returning `true` on success and `false` if the handler is already registered for that path","Adds a `DBusInterfaceHandler` to the `dbusRegisteredObjectsTable_`, associating it with a given `DBusInterfaceHandlerPath`, ensuring no duplicates are added and returning `true` on success or `false` if the handler already exists.","Adds a `DBusInterfaceHandler` to the `dbusRegisteredObjectsTable_`, associating it with a given `DBusInterfaceHandlerPath`, and returning `true` if the handler was successfully added or updated, and `false` if the handler already exists for that path.",30.43,54.55,30.19,47.27,76.25
78,c,"Constructs and sends a 2-byte UDS positive response to an ECU Reset request, containing the positive response SID and the echoed reset type, over a CAN bus using the ISO-TP protocol, logging an error if the transmission fails","Sends a 2-byte UDS positive reset response message (containing a calculated positive SID and the reset type) over a CAN bus using the ISO-TP protocol, logging an error if the transmission fails.","Constructs and sends a 2-byte UDS positive reset response message (containing a calculated service ID and the reset type) over a CAN bus using the ISO-TP protocol, logging an error if the transmission fails.",51.43,83.78,66.67,81.08,87.46
79,c,"Processes a UDS ECU Reset request, validating the 2-byte message length, sending a positive response before triggering a system reboot for a 'hard reset', and sending a negative response for either an incorrect length or an unsupported reset sub-function","Handles an ECU reset request by validating the message length, processing a hard reset request by initiating a system reboot after sending a positive response, and sending a negative response for unsupported reset types or incorrect message formats.","Handles an ECU reset request by validating the message length, processing a hard reset request by initiating a system reboot after sending a positive response, and sending a negative response for unsupported reset types or incorrect message formats, utilizing UDS protocols and logging debug information.",27.35,70.89,44.16,50.63,78.39
80,c,"Constructs and sends a 4-byte UDS positive response for a ""Request Download"" service, specifying a maximum block length of 0x00D2, over a CAN bus using the ISO-TP protocol and logging an error on failure","Sends a UDS positive response message indicating successful initiation of a request download service, including a positive response code, block size, and a derived SID, over a CAN bus using ISO-TP, with error logging on transmission failure.","Sends a UDS positive response message confirming the initiation of a request download, including a positive response code, block size, and a derived SID, over a CAN bus using ISO-TP, logging an error if transmission fails.",17.28,64.86,30.56,56.76,78.99
