id,language,reference,generated,generated_rci,bleu_score,rouge1,rouge2,rougeL,bertscore_f1
20,python,Generates a Protobuf schema from a Vehicle Signal Specification (VSS) tree,Generate Protocol Buffer definitions from a signal tree representation.”,Generate Protocol Buffer messages from a vehicle signal tree.”,6.92,50.0,33.33,50.0,73.05
21,python,Groups all leaf VSS branch instances by the fully qualified name of their original branch definition,Collect instance names under their root FQNs from a VSS tree.”,Extract instance names and their root FQNs from a VSS tree.”,2.92,14.81,0.0,7.41,64.31
22,python,Determines if a VSS node is a leaf based on its data type,Check if a node is a leaf node containing VSS data,Determine if a node represents a leaf with VSS data,10.11,60.87,19.05,52.17,79.95
23,python,Checks if a VSS node is a branch that is not an instance,Check if a node represents a VSS branch with a non-instance data type.,Determine if a node is a VSS branch containing non-instance data.,17.05,64.0,34.78,56.0,80.67
24,python,Checks if a VSS node represents a branch instance,Check if a VSSNode represents an instance of a VSSDataBranch”,Determine if a VSSNode's data is an instance of a VSSDataBranch”,8.91,38.1,10.53,28.57,72.84
25,python,FNV-1 32-bit hashing algorithm for a byte sequence,Calculates a 32-bit FNV-1a hash value for a given byte string.,Computes a 32-bit FNV-1a hash of a byte string.,15.85,47.62,21.05,38.1,81.05
28,java,Inflates a card fragment's layout and initializes its view components,Inflates a layout to create a view for a fragment.,Inflates a layout to create a view and initializes UI elements within a fragment.,8.23,56.0,17.39,40.0,82.59
29,java,"Sets a button's icon and click listener to make it visible, or hides it if no content is provided",Updates the visibility and content of an ImageButton based on a DescriptiveTextWithControlsView.,Configures an ImageButton's icon and click listener based on associated control data.,11.29,30.3,25.81,30.3,71.92
30,java,Lazily inflates and initializes a descriptive text layout view on first access,Inflates and caches a descriptive text-only layout view from a ViewStub.”,Lazily inflates and caches a descriptive text-only layout view.”,18.72,72.73,50.0,72.73,79.62
31,java,Updates and displays a card header view with a new title and icon,Updates the UI elements of a card header view on the main thread.,Updates a card header's title and icon in the UI on the main thread.,12.87,50.0,30.77,50.0,78.56
32,java,Lazily inflates and returns a text block layout view from a ViewStub,Retrieves and inflates a text block layout view from a ViewStub if it doesn't already exist.”,Lazily retrieves and inflates a text block layout view from a ViewStub.”,55.69,91.67,63.64,83.33,88.63
33,java,Gets the media browser service component from a given package,Retrieve the media browsing service component name for a given package.,Resolve the media browsing service component name for a specified package.,10.6,57.14,21.05,57.14,82.3
34,java,Determines if an app component should be launchable by filtering against a hide list and de-duplicating media services,"Determine if a component should be added to launchables based on hide lists, custom media components, and app types.",Determine whether a component should be added to the launchables list based on configured filters and app types.,9.31,37.84,11.43,27.03,77.05
35,java,Sets the media source and finishes the current activity,"Selects a media source and finishes the activity, handling car connection errors.","Sets a media source and finishes the activity, gracefully handling car disconnection.",28.92,66.67,42.11,66.67,82.64
36,java,"Safely checks if a given activity is distraction-optimized, handling potential connection errors","Check if an activity is distraction optimized using a car package manager, handling potential connection errors.","Determine if an activity is distraction optimized by querying the car package manager, gracefully handling car disconnection.",5.09,40.0,21.43,40.0,71.95
38,java,"Retrieves a specific, configured Intent for the default maps app, falling back to a generic one","Determine the preferred map activity from a configuration array, falling back to the default if none are valid or preferred.","Resolve the preferred map activity from a configuration array, prioritizing user-specified apps and falling back to the default.",9.75,34.29,18.18,22.86,64.81
39,java,Dynamically instantiates and displays home card modules defined in a configuration resource,Dynamically initializes and displays HomeCardModule fragments based on configured class names.”,Initializes and displays HomeCardModule fragments by dynamically creating instances of classes specified in a configuration array.”,10.05,42.86,23.08,35.71,78.4
40,java,Removes dangling tasks that are in multi-window mode,Removes dangling tasks in multi-window mode from the activity task manager.,Removes multi-window tasks from the activity task manager.,6.27,44.44,12.5,33.33,78.67
41,java,Updates the mode from the intent and sets the UI title accordingly,Updates the application's mode based on intent data and updates the title accordingly.,Sets the application's mode and updates the UI title based on incoming intent data.,12.09,66.67,32.0,44.44,79.94
42,java,Lazily initializes and returns the Chronometer view on first access,"Retrieve a Chronometer view from the layout, initializing it if it's null.","Lazily retrieve a Chronometer view from the layout, initializing it if it's null.",6.25,33.33,9.09,25.0,69.53
43,java,Blurs and scales an image to set as a card's visible background,"Inflates and initializes a media layout view with title, subtitle, and playback controls.",Retrieves and initializes a media layout view for displaying media information and controls.,3.38,15.38,0.0,15.38,62.64
44,java,Blurs and scales an image to set as a card's visible background,Scales and blurs a Drawable to update the card's background image.,"Scales, blurs, and sets a Drawable as the card's background image.",4.44,72.0,17.39,48.0,79.07
45,java,Makes the media view visible and sets its title and subtitle,Updates the media view's title and subtitle text.,Updates the media view with a title and subtitle.,23.77,60.0,44.44,60.0,79.54
46,java,"Starts and shows a chronometer if a start time is positive; otherwise, hides it",Updates the visibility and duration of a chronometer based on the start time of audio content.”,Controls the visibility and timing of a chronometer to display audio duration.”,5.45,23.08,8.33,23.08,58.34
47,java,Registers a callback on a newly added call,Registers a callback for a newly added call object.,Registers a callback with a call object upon its addition.,15.85,55.56,25.0,55.56,76.24
48,java,Resets state and unregisters the callback when a call is removed,Handles the removal of a call by clearing related data and notifying the presenter.,Clears call-related data and notifies the presenter upon call removal.,4.93,27.27,0.0,27.27,71.27
49,java,Updates the ongoing call view model with a formatted phone number and UI controls,Updates the UI model with a formatted phone number for a call in progress.,Formats and updates the call UI with a phone number.,9.6,75.0,27.27,58.33,78.11
50,java,"Initializes the Mute, End Call, and Dialpad buttons for an in-call user interface","Initializes audio control buttons (mute, end call, dialpad) within a call interface.”","Initializes audio control buttons (mute, end call, dialpad) for an in-call user interface.”",21.95,85.71,53.85,78.57,86.02
53,cpp,Notifies a newly added listener if the D-Bus connection is already available,Notify a listener of available status if the DBus connection is connected.”,Notify a listener with an available status when a new listener is added and the DBus connection is active.”,4.97,43.75,6.67,31.25,74.53
54,cpp,"For an active connection, adds a thread to a list to be joined on exit, avoiding duplicates",Registers a thread to be joined upon exit and associates it with a connection.,Associates a thread with a connection to be joined when the connection exits.,10.12,46.67,21.43,40.0,71.57
56,cpp,A callback to stop monitoring a D-Bus watch and clean up its associated data,"Removes a DBus watch and associated context, stopping observation if ready.","Removes a DBus watch and stops observation if it's ready, clearing associated data.",7.86,34.48,14.81,34.48,78.04
57,cpp,"A libdbus callback that creates, starts, or stops a D-Bus watch based on its readiness status",Toggles DBus watch monitoring based on a readiness state and associated context.”,"Manages DBus watch monitoring, starting or stopping it based on readiness and context.”",5.68,33.33,7.14,26.67,70.51
58,cpp,Thread-safely gets or creates a singleton DBusObjectManager instance using double-checked locking,Lazily initializes and returns a shared pointer to a DBusObjectManager.”,Provides a thread-safe lazy initialization of a DBusObjectManager.”,4.52,27.27,0.0,27.27,74.5
59,cpp,Performs a reference-counted release of a D-Bus service name,"Releases a service name on the DBus connection, decrementing a counter if the name is still in use.","Releases a service name on the DBus connection, decrementing a counter or removing the name if it's the last reference.",4.11,31.25,6.67,18.75,67.94
60,cpp,Steals the reply from a pending D-Bus call and wraps it in a DBusMessage object,Extracts a DBusMessage from a DBusPendingCall.,Converts a DBusPendingCall to a DBusMessage.,4.64,27.27,10.0,27.27,73.49
61,cpp,Safely deletes all pending asynchronous handlers from a shared list,Deletes asynchronously registered handlers by moving them from a deletion queue and freeing their memory.,Deletes asynchronously registered handlers by moving them from a deletion queue and freeing their memory.,5.41,32.0,8.7,32.0,71.94
62,cpp,Reports a success status to all registered signal handlers for their associated tags,Notify signal handlers of successful completion for specific tags.,Iterate through signal handlers and notify them of successful completion for specific tags.,6.75,30.77,8.33,30.77,70.07
63,cpp,Thread-safely removes a connection from a collection if it exists,Release a connection by removing it from a managed container under mutex protection.”,"Removes a connection from a managed container, ensuring thread safety with a mutex.”",15.31,50.0,36.36,41.67,67.12
64,cpp,Dispatches D-Bus signals for interface addition or removal to specific handlers,Handles DBus signals for interface addition/removal events.,Routes DBus interface availability signals to appropriate event handlers.,5.37,38.1,0.0,28.57,79.53
65,cpp,Retrieves the addresses of available service instances from a D-Bus registry,Retrieves available DBus service instances and translates them to a vector of DBus addresses.,Retrieves a list of available DBus service instances from the registry and populates a provided vector.,12.4,64.29,23.08,50.0,80.85
66,cpp,Queries a D-Bus registry to determine if a specific service instance is available,Determines the availability status of a DBus service instance.,Checks the availability of a DBus service instance and updates the call status.,6.29,22.22,8.0,22.22,77.91
67,cpp,Notifies that a service is unavailable when its corresponding D-Bus interface is removed,Handles DBus interface removal events by updating availability status and removing interfaces if observed.,Processes DBus interface removal signals to update interface availability and remove observed interfaces.,2.84,7.41,0.0,7.41,61.08
68,cpp,Notifies CommonAPI listeners of a D-Bus interface's availability status change,Notifies listeners about a change in the availability status of a DBus interface.”,Notifies listeners about a change in the availability status of a DBus interface on a specific object path.”,6.23,53.33,14.29,33.33,83.64
69,cpp,Schedules an asynchronous notification of the current proxy status for a newly added listener,Notifies a specific listener about a DBus event by pushing a function to the main loop.,Registers a listener and pushes a notification function to the main loop for DBus events.,3.66,34.48,0.0,20.69,70.85
70,cpp,Removes all listener entries that match a given subscription in a thread-safe manner,Removes a listener from a collection based on a subscription identifier.”,Removes a listener from a collection when its subscription is removed.”,4.62,40.0,0.0,32.0,63.64
71,cpp,Forwards the addition of a D-Bus signal state handler to the underlying connection object,Adds a signal handler to the DBus connection with a given subscription.,Registers a DBus signal handler with the connection for a specific subscription.,4.28,37.04,0.0,37.04,76.22
72,cpp,Callback to translate available D-Bus service instance addresses to strings and forward the result,Handles the asynchronous callback for retrieving available DBus service instances and translates them to strings.,"Processes the asynchronous callback result for DBus service instances, translating addresses to strings and returning the status and instances.",13.08,47.06,18.75,41.18,77.14
73,cpp,Routes a D-Bus message to a registered handler or handles standard introspection requests,Handles incoming DBus messages by routing them to registered interface handlers or processing introspectable interface messages.”,"Routes and processes DBus messages based on object path and interface name, using registered handlers or default introspection handling.”",2.44,24.24,0.0,24.24,77.73
74,cpp,"Adds a D-Bus interface handler to a path, preventing duplicate registration except for standard interfaces","Adds a DBus interface handler to a table, checking for existing entries and handling specific object manager interfaces.","Adds or updates a DBus interface handler in a table, preventing duplicates for certain object manager interfaces.",7.01,48.48,6.45,48.48,78.71
75,cpp,"Registers a D-Bus handler for a specific path, preventing duplicates","Adds a DBusInterfaceHandler to a table of registered objects, preventing duplicates.","Adds or updates a DBusInterfaceHandler in a table of registered objects, ensuring no duplicate handlers are stored.",2.66,14.29,0.0,14.29,75.37
78,c,Sends a positive UDS response for the ECU Reset service,Sends a positive response message for an ECU reset request over ISOTP.,Sends a positive response message for an ECU reset request via ISOTP.,13.67,63.64,30.0,63.64,82.66
79,c,"Handles a UDS ECU Reset request, supporting only the hard reset sub-function which reboots the system","Handles ECU reset requests, performing a cold reboot for hard resets and sending negative responses otherwise.”","Handles ECU reset requests, performing a cold reboot for hard resets and sending error responses for unsupported types.”",2.84,28.57,6.06,22.86,68.16
80,c,"Sends a positive UDS response to a Request Download, specifying the maximum block length",Sends a UDS download response request via ISOTP.,Sends a UDS request for a download response using ISOTP.,6.55,58.33,9.09,41.67,77.53
81,c,Sends a UDS Transfer Data positive response containing the block sequence counter,Sends a transfer data response via ISOTP with a specified block sequence counter.,Sends a transfer data response over ISOTP to a specific CAN ID with a block sequence counter.,10.52,55.17,29.63,55.17,80.83
82,c,Sends a UDS positive response for the Routine Control service containing a result code over ISO-TP,Sends a UDS routine control result message via ISOTP.,Sends a UDS routine control result message over CAN using ISOTP.,10.26,50.0,23.08,50.0,74.78
83,c,Sends a UDS Transfer Exit positive response message via the ISO-TP protocol,Sends a positive transfer exit response message over ISOTP.,Sends a positive transfer exit response message via ISOTP to a specific CAN ID.,12.87,59.26,32.0,51.85,80.13
85,c,Finds the index of a given CAN ID in a mapping table,Map a CAN identifier to an index within a predefined mapping table.,Lookup a CAN identifier in a mapping table to determine a corresponding address.,19.67,48.0,26.09,48.0,77.62
86,c,"Removes a specific LIN-to-CAN receive filter, or all filters, by clearing the associated callback",Removes a CAN receive filter by disabling the associated callback.”,Disables a CAN receive filter by clearing its callback function.”,7.6,53.85,25.0,53.85,70.16
87,c,A LIN callback that dequeues a frame for transmission and executes its completion callback,Transfers LIN frames from a queue to a CAN transmit callback.”,Retrieves and transmits LIN frames via a CAN callback function.”,4.05,33.33,0.0,25.0,65.69
88,c,A callback that translates an incoming LIN frame to a CAN frame and invokes a registered handler,Translates LIN frames to CAN frames and invokes registered callbacks.”,Translates LIN frames to CAN frames and invokes registered callbacks for specific LIN IDs.”,6.05,45.16,6.9,45.16,71.76
89,c,Initializes a high-voltage shield by configuring its registers and enabling its output,Initializes a hardware shield device by configuring GPIO pins and updating internal registers.,Initializes a hardware shield device by configuring GPIO pins and updating its registers.,10.57,61.54,25.0,53.85,84.19
90,c,Sets the gain for a specified DAC on a high-voltage shield,Sets the gain value for a specific DAC channel on an HV shield device.,Configures the gain of a DAC channel within an HV shield device.,7.77,41.67,9.09,41.67,80.1
91,c,"Sets a GPIO output enable state, remapping the pin index by swapping the 4-bit nibbles within its byte",Enable or disable a specific GPIO output pin on a hardware shield device.”,Control the enable state of a GPIO output pin on a hardware shield device.”,9.11,42.42,19.35,24.24,68.24
92,c,A callback function that forwards a received CAN frame to another device,Routes CAN frames from one device to another using the CAN bus.,"Routes CAN frames from one device to another using the CAN bus, forwarding them asynchronously.",5.44,29.63,8.0,22.22,72.68
93,c,Registers a set of rules to route CAN frames between specified interfaces,Registers CAN router entries by adding RX filters for each entry.”,Registers CAN router entries by adding RX filters to the CAN controller.”,3.74,25.0,0.0,25.0,68.0
94,c,Initializes the CAN router by registering all statically-defined routing tables,Registers CAN router entries defined in a table.,Registers CAN router entries from a configuration table.,8.53,21.05,11.76,21.05,70.65
95,c,Sets a masked group of GPIO pins to the states defined in a value bitmask,Set the value of specified GPIO pins based on a mask and value.,Set the value of specified GPIO pins within a given port based on a mask and value.,5.88,43.75,6.67,31.25,72.62
96,c,Gets the number of available LIN callback slots,Determine the number of available callback slots for a LIN device.,Calculate the number of free callback slots for an abstract LIN device.,15.13,60.0,33.33,50.0,79.57
97,c,Registers a callback function for a specific incoming LIN frame,Registers an incoming callback function for a specific LIN frame ID and size.”,Registers an incoming callback function to handle LIN messages with a specific frame ID and size.”,7.22,61.54,16.67,46.15,81.08
98,c,Registers a callback function to provide data for a specific outgoing LIN frame,Registers an outgoing callback function for a specific LIN frame ID and size.”,"Registers an outgoing callback function for a LIN frame, validating parameters and allocating resources.”",8.51,59.26,24.0,51.85,78.23
99,c,Sets the active schedule table for a LIN scheduler and resets its position to the beginning,"Activate a specific table within a linear scheduler, managing access with a semaphore.”","Activate a specific table in a linear scheduler, ensuring exclusive access via a semaphore.”",3.01,20.0,0.0,20.0,64.85
100,c,Stops the LIN scheduler from processing its current schedule table,Disables a linear scheduler by stopping the current table and releasing a semaphore.,Stops a linear scheduler by setting its current table to inactive and releasing a semaphore.,6.15,40.0,8.7,40.0,74.49
