id,language,reference,generated,generated_rci,bleu_score,rouge1,rouge2,rougeL,bertscore_f1
14,python,"Asserts that each string in the input list is a valid datatype by checking against a master list, returning the original list if all values are valid","The function `check_valid_datatypes` validates a list of datatypes against a predefined set of allowed datatypes, raising an assertion error if any invalid datatype is found.","The function `check_valid_datatypes` verifies that a list of datatypes contains only valid types from a predefined set, raising an assertion error for any invalid entries.",3.27,33.33,3.85,18.52,62.71
15,python,"Traverses a VSSNode tree to generate a formatted string, displaying each node's name followed by the values of any specified attributes found on it","The function `get_rendered_tree` generates a string representation of a VSSNode tree structure, including node names and specified attributes, formatted for readability.","The function `get_rendered_tree` generates a formatted string representation of a VSSNode tree, displaying node names and selected attributes for each node.",6.91,45.83,13.04,25.0,73.65
16,python,"Recursively traverses up the parent hierarchy to find and return the first non-instance ancestor node and the traversal depth, raising an exception if the starting node is not a branch or if no root is found","The Python code recursively traverses up the VSSNode tree to find the root instance node, incrementing a depth counter, and raising an exception if an instance root cannot be found.","The Python code recursively traverses up the VSSNode tree to locate the root of an instance, tracking the depth of traversal, and raising an exception if no instance root exists.",11.77,56.72,21.54,47.76,73.19
17,python,Recursively calculates the depth of the first-found branch of children where each node is a `VSSDataBranch` with its `is_instance` flag set,"The Python code recursively counts the depth of instance children within a tree-like structure represented by `self.children`, where each child's data is checked to see if it's a branch containing an instance.","The Python code recursively calculates the depth of instance children within a hierarchical data structure, traversing branches where `is_instance` is true.",5.65,40.68,14.04,33.9,66.43
18,python,Returns a list of node IDs from an input list whose expected parent's name matches the provided `name`,"The Python code identifies and returns a list of node IDs whose expected parent, as determined by the `get_expected_parent` function, matches the provided name.","The Python code identifies and returns a list of node IDs that have a specified name as their expected parent, using the `get_expected_parent` function to determine parentage.",16.5,57.78,46.51,57.78,72.53
19,python,"Retrieves an attribute from an object, returning a specified default value if the attribute is missing or its value is `None`","The function safely retrieves an attribute from an object by name, returning a specified default value if the attribute is not found or is None.","The function safely retrieves an attribute from an object by name, returning a provided default value if the attribute is missing or its value is None.",48.43,78.26,63.64,78.26,85.62
20,python,Generates a `proto3` file from a VSS tree by first writing import statements for complex data types and then converting each branch in the tree into a corresponding protobuf message,"The Python code traverses a signal tree, extracts data type information to generate import statements for protocol buffer definitions, and then writes protocol buffer message definitions to a file based on the tree's structure, incorporating static UIDs and optional fields as specified.","The Python code traverses a signal tree, extracts data type paths to generate import statements for protocol buffer definitions, and then writes protocol buffer message definitions to a file based on the tree's structure, incorporating static UIDs and optional fields as specified.",4.63,35.62,11.27,24.66,64.52
21,python,"Traverses a VSS tree to find all terminal instance branches, grouping their relative names into a dictionary where each key is the fully qualified name of the original branch they instantiate","The function extracts and organizes metadata about instances within a VSSNode tree, grouping instance names under their respective root FQNs (fully qualified names) for instances that are not themselves containers of other instances.","The function identifies and groups instance names within a VSSNode tree under their root FQNs, excluding instances that contain other instances.",3.54,31.25,3.23,21.88,62.59
22,python,Checks if a given VSSNode is a leaf by verifying its 'data' attribute is an instance of VSSDataDatatype,The function `is_VSS_leaf` checks if a given VSS node is a leaf node by verifying if its data is an instance of the `VSSDataDatatype` class.,"The function `is_VSS_leaf` determines if a VSS node represents a leaf node in a tree structure, based on whether its `data` attribute is of type `VSSDataDatatype`.",14.16,71.11,46.51,71.11,78.31
23,python,Returns `True` if the given `VSSNode`'s data is a `VSSDataBranch` and its `is_instance` attribute is `False`,The function `is_VSS_branch` checks if a given VSS node represents a branch with a non-instance VSSDataBranch data type.,The function `is_VSS_branch` determines if a VSS node is a branch node containing a non-instance VSSDataBranch.,6.29,41.03,0.0,20.51,66.7
24,python,Returns True if the node's data is a VSSDataBranch and its 'is_instance' attribute is True,The function `is_VSS_branch_instance` checks if a given VSS node represents an instance of a VSS data branch.,The function determines if a VSS node's data is a VSS data branch and marked as an instance.,2.16,37.84,0.0,21.62,63.83
25,python,"Calculates a 32-bit FNV-1 hash for a given byte string by iterating through each byte, multiplying the current hash by the FNV prime, and then performing a bitwise XOR with the byte",The Python code calculates a 32-bit FNV-1a hash value for a given byte string identifier.,The Python code computes a 32-bit FNV-1a hash of a byte string identifier.,12.72,47.06,32.65,43.14,71.64
28,java,"Inflates the `card_fragment` layout, finds and assigns the card's title and icon views, and returns the resulting root view","This Java code inflates a layout file (`card_fragment`) to create a view, finds the title and icon elements within that view, and returns the inflated view as the fragment's root view.","This Java code inflates a layout file (`card_fragment`) to create a view, retrieves references to the title and icon views within it, and returns the inflated view as the fragment's root view.",20.35,59.26,23.08,48.15,73.76
29,java,"Updates an `ImageButton`'s icon and click listener from a content object and makes it visible, or hides the button if the content is null","This method updates the visibility and content (icon and click listener) of an `ImageButton` based on the presence and properties of a `DescriptiveTextWithControlsView.Control` object, effectively managing the button's display and behavior.","This method configures an `ImageButton`'s icon, click listener, and visibility based on a `DescriptiveTextWithControlsView.Control` object, ensuring the button reflects the control's state.",13.12,51.72,17.86,31.03,67.5
30,java,"Lazily inflates a `ViewStub` to create a descriptive text layout, caches references to its child views (title, subtitle, image), and returns the inflated layout","This method lazily initializes and returns a `View` containing text and image elements for a descriptive layout, inflating it from a `ViewStub` only when requested and caching it for subsequent use.","This method lazily initializes and returns a `View` representing a descriptive layout, inflating it from a `ViewStub` only when needed and caching it for later use, while also retrieving references to its child views.",9.76,36.36,11.32,21.82,70.53
31,java,Updates the header view on the main UI thread by making its root view visible and setting the card's title and icon from the provided `CardHeader` object,"This Java code updates the UI elements (root view, card title, and card icon) of a card header view on the main thread to reflect the data provided in a `CardHeader` object.","This Java code updates the UI of a card header view, setting its visibility and content (title and icon) based on data from a `CardHeader` object, executed on the main thread.",18.44,63.33,27.59,43.33,77.17
32,java,"Lazily inflates a `ViewStub` to create and return the text block layout view, while also finding and caching references to its child text views on the first call","This method lazily initializes and returns a `View` representing a text block layout, inflating it from a `ViewStub` if it hasn't been created yet and retrieving references to its child views.","This method lazily initializes and returns a `View` representing a text block layout, inflating it from a `ViewStub` only when requested and retrieving references to its child views.",16.59,46.67,20.69,36.67,74.7
33,java,"Queries the `PackageManager` for a `MediaBrowserService` within a given package and returns a `ComponentName` for the first one found, or `null` if none exist",This Java code retrieves the component name of a media browsing service within a specified application package by querying the package manager for services that implement the MediaBrowserService interface.,This Java code retrieves the component name of the default media browsing service for a given application package by querying the package manager for services implementing the MediaBrowserService interface.,3.18,30.19,3.92,26.42,66.2
34,java,"Determines if a component should be added to a launchable list, returning `false` if its package is explicitly hidden or if it's a custom media component and launchable apps are also being shown, otherwise returning `true` for valid launchable or media service types","This Java code determines whether a component should be added to a launchable list based on a hide list, custom media component settings, and the component's application type, logging an error for invalid application types.","This Java code determines whether a component should be added to a launchable list based on whether its package name is in a hide list, if it's a custom media component and launchables are enabled, and its application type, returning false for invalid application types and logging an error.",20.38,45.0,25.64,42.5,68.01
35,java,"Sets the car's media source to a given component in browse mode and finishes the context if it's an Activity, catching and logging a `CarNotConnectedException` if the car service is unavailable","This Java code selects a media source (browse mode) on a connected car using a provided CarMediaManager and then finishes the current Activity if it's running within one, handling potential CarNotConnectedException errors.","This Java code sets the media source to browse mode on a connected car via a CarMediaManager and closes the current Activity, gracefully handling CarNotConnectedException errors.",4.8,45.45,15.62,33.33,72.68
36,java,"Safely checks if a given activity is distraction optimized using the `CarPackageManager`, returning `false` and logging an error if the manager is null or a `CarNotConnectedException` is caught","This Java code checks if a specified activity within a given package is optimized for distraction mitigation in a car environment, utilizing a CarPackageManager and handling potential CarNotConnectedException errors.","This Java code determines whether an activity, identified by its package and name, is configured for distraction optimization within a vehicle's software environment, using a CarPackageManager and gracefully handling car disconnection errors.",6.27,42.11,10.91,31.58,72.09
38,java,"Retrieves a specific, resolvable map `Intent` from a configured list if it matches the system's default map app, otherwise falls back to a generic `Intent` for any map application","This Java code retrieves the preferred map application intent, prioritizing user-configured options from a resource array while falling back to the system's default maps activity if no suitable preferred app is found.","This Java code determines the best intent for launching a map application, prioritizing user-defined preferences from a configuration array and defaulting to the system's standard maps activity if no preferred app is available or valid.",7.0,46.88,19.35,31.25,64.32
39,java,"Lazily initializes a set of `HomeCardModule`s by reflectively instantiating class names from a configuration array, and then uses a `FragmentTransaction` to add each module's card view to the UI layout","This Java code initializes and displays a set of HomeCardModule fragments within a FragmentTransaction, dynamically creating instances of classes specified in a resource array using reflection and setting up their ViewModelProviders.","This Java code dynamically initializes and displays a collection of HomeCardModule fragments by reflecting on class names defined in a resource array, instantiating them, setting up their ViewModelProviders, and then adding them to the UI via a FragmentTransaction.",5.28,31.75,13.11,25.4,69.43
40,java,"Iterates through a list of appeared tasks and uses the `ActivityTaskManager` to remove any task that is in multi-window mode, logging it as a dangling task","This Java code iterates through a list of task appearance information, identifies multi-window tasks, and removes them from the ActivityTaskManager to clean up potentially dangling tasks.","This Java code iterates through a list of task appearance information, identifies tasks in multi-window mode, and removes them from the ActivityTaskManager to clean up potentially dangling tasks.",10.82,51.85,30.77,40.74,76.61
41,java,Parses the mode from the current Intent and sets the title for both the Activity and the CarUi toolbar using the string resource ID defined in that mode,"This method updates the application's mode based on intent data, sets the title of the activity, and updates the toolbar title accordingly.","This method determines the current operating mode from an incoming intent, updates the activity title, and synchronizes the toolbar title to reflect the new mode.",6.54,43.14,16.33,43.14,68.41
42,java,"Lazily initializes and returns a `Chronometer` by finding it in the layout, while also finding and caching its associated separator view on the first call","This Java code lazily initializes and returns a Chronometer view (optional timer) and its separator from a layout, caching it for subsequent use to avoid repeated lookups.","This Java code lazily initializes a Chronometer view (optional timer) and its separator within a layout, storing them in a cache for efficient retrieval.",10.83,50.0,20.0,34.62,72.98
43,java,"Lazily inflates a media layout from a `ViewStub`, finds and caches its title and subtitle views, initializes its media playback controls bar via a presenter, and returns the inflated view","This code lazily initializes and returns a media layout view, inflating it from a ViewStub if it doesn't already exist, and then finds and initializes its title, subtitle, and playback controls.","This code lazily initializes and returns a media layout view, inflating it from a ViewStub if it's null, finding its title, subtitle, and playback controls, and initializing the controls with a presenter.",9.04,61.29,30.0,45.16,72.11
44,java,"If a valid `Drawable` and card size are provided, this method scales the image to a square based on the card's largest dimension, blurs it, and sets the resulting bitmap as the animated, visible card background","This code updates the background image of a card view by scaling a provided drawable to a square size, blurring it, and setting it as the card's background image with a visual animation.","This code updates the card's background image by scaling a drawable to a square, blurring it, and applying it to the card's background with a visual animation, ensuring the image and card size are valid.",7.8,50.7,17.39,33.8,71.73
45,java,Makes the media layout view visible and updates its title and subtitle with the provided text,This Java method updates the visibility and text content of a media view component with a provided title and subtitle.,This Java method displays a media view and sets its title and subtitle text based on the provided CharSequence arguments.,9.35,61.11,11.76,33.33,77.2
46,java,"If the content's start time is positive, this method makes a chronometer and a separator visible, sets the chronometer's base time, and starts it; otherwise, it hides both views","This method conditionally displays and starts a chronometer to track audio duration based on the provided start time, also showing a separator if the chronometer is visible.",This method manages the visibility and state of a chronometer and separator to display audio duration when a start time is provided.,5.27,55.17,25.0,27.59,67.5
47,java,Registers a member callback to the provided `Call` object after verifying it is not null,"This method registers a callback with a given call object, ensuring the callback is only registered if the call object is not null.","This method registers a callback on a call object if the object is not null, enabling asynchronous updates related to the call.",6.93,47.37,22.22,47.37,72.06
48,java,"Handles the removal of a call by clearing the current call and card content, notifying the presenter of the model update, and unregistering its callback from the call object for cleanup","This method handles the removal of an active call by clearing call-related data, notifying the presenter of the model update, and unregistering a callback associated with the removed call.","This method cleans up call-related data and notifies the presenter when a call is removed, ensuring proper state management and callback unregistration.",40.33,68.85,44.07,65.57,83.22
49,java,"Formats a phone number to create a new `DescriptiveTextWithControlsView` with call details and controls, then notifies the presenter that the model has been updated","This Java code updates a descriptive text view with a formatted phone number obtained from a utility class, and then notifies a presenter of the model update.","This Java code formats a phone number using a utility class, updates a view with the formatted number and associated controls, and informs a presenter about the updated model.",5.3,43.14,12.24,39.22,73.43
50,java,"Initializes mute, end call, and dialpad buttons by assigning each an icon and a click listener to toggle mute status, disconnect the current call, and delegate to an onClick handler, respectively","This method initializes audio control buttons (mute, end call, and dialpad) within a user interface, assigning icons and associated actions to toggle mute status, disconnect the call, and open the dialpad respectively.","This method initializes audio control buttons (mute, end call, and dialpad) for a call screen, configuring their icons and actions to toggle muting, end the call, and display the dialpad.",33.71,60.32,32.79,53.97,75.78
53,cpp,"When a new listener is added, this callback immediately notifies it with an `AVAILABLE` status if the D-Bus connection is already active",This function notifies a newly added listener of the current D-Bus connection availability status (available if connected) upon listener addition.,This function notifies a newly added listener with the `AVAILABLE` status if the D-Bus connection is currently connected.,4.4,54.55,9.52,27.27,68.76
54,cpp,"Atomically registers a given thread to be joined later by adding it to a list, but only if its associated connection is active and the thread is not already present in the list","The function `joinOnExit` associates a thread with a connection and adds the thread to a vector of threads to be joined upon exit, ensuring proper thread management for a given connection.","The function `joinOnExit` associates a thread with a connection and, if the thread isn't already tracked, adds it to a vector of threads to be joined when the connection is closed, facilitating orderly thread termination.",7.46,40.62,19.35,21.88,61.69
56,cpp,A callback function that handles the removal of a D-Bus watch by stopping its monitoring and disassociating the high-level wrapper object from the underlying `libdbus` watch,"This function handles the removal of a DBus watch by stopping its monitoring if it's ready and clearing associated data, ensuring proper resource cleanup within a DBus connection.","This function handles the removal of a DBus watch, stopping its monitoring if active and clearing associated data to release resources within the DBus connection.",24.33,45.61,29.09,42.11,72.98
57,cpp,"Handles the toggling of a D-Bus watch by creating a C++ wrapper object for it on first use, and then starting or stopping its monitoring based on its readiness status","This function manages a DBus watch object, toggling its monitoring state based on its readiness and associated context, either creating a new watch or reusing an existing one.","This function manages a DBus watch object, toggling its monitoring state based on its readiness and associated context, creating a new watch if one doesn't exist or resuming/stopping an existing one.",11.13,47.46,17.54,30.51,73.33
58,cpp,"Lazily initializes and returns a thread-safe, singleton `DBusObjectManager` instance using a double-checked locking pattern","This code provides a thread-safe mechanism to lazily initialize and retrieve a shared pointer to a `DBusObjectManager` object, ensuring only one instance is created and shared across multiple calls.","This code lazily initializes and returns a thread-safe shared pointer to a `DBusObjectManager` object, ensuring a single instance is created and accessible.",6.09,34.78,9.09,21.74,72.41
59,cpp,"Decrements a reference count for a given D-Bus service name, releasing it from the bus if the count reaches zero, and returns `true` on success or `false` if the name was not being tracked","This function releases a service name on the DBus connection, decrementing a counter if the name is held multiple times or releasing it via `dbus_bus_release_name` if it's the last reference, while ensuring thread safety with a mutex.","This function releases a service name on the DBus connection by either decrementing a reference count or calling `dbus_bus_release_name` to remove the name, ensuring thread safety with a mutex.",5.72,42.11,10.81,23.68,63.64
60,cpp,"Steals the reply from a `DBusPendingCall` handle and wraps it in a new `DBusMessage` object that takes ownership, returning an empty message if the input handle is null","This function converts a raw libdbus pending call reply into a DBusMessage object, handling null input and transferring ownership of the libdbus message.","This function extracts the reply message from a libdbus pending call, encapsulates it within a DBusMessage object, and transfers ownership of the libdbus message.",2.04,43.14,4.08,23.53,68.57
61,cpp,Thread-safely deallocates a collection of asynchronous D-Bus message reply handlers by moving them from a protected member list to a local copy before iterating through and deleting each one,"This function safely deletes all asynchronous DBus message reply handlers stored in a protected vector by acquiring a mutex, copying the vector, clearing the vector, and then iterating through the copy to delete each handler.","This function safely deletes all asynchronous DBus message reply handlers stored in a protected vector by acquiring a mutex, moving the vector's contents to a temporary vector, clearing the original vector, and then iterating through the temporary vector to delete each handler.",6.14,45.45,12.5,33.33,73.16
62,cpp,Thread-safely notifies all registered signal handlers of a successful state by invoking their `onSpecificError` callback with a `SUCCESS` status for each associated signal tag,"This function iterates through registered signal handlers and their associated tags, notifying each handler of a successful call status for each tag, ensuring thread-safe access to the signal state handlers map.","This function iterates through registered signal handlers and their associated tags, calling the `onSpecificError` method on each handler with a success status for each tag, while protecting access to the signal state handlers map with a mutex.",10.31,52.63,21.82,35.09,67.42
63,cpp,"Thread-safely removes a connection, identified by its ID, from an internal collection if it exists",This function safely removes a connection from a map of connections using a mutex to ensure thread safety.,"This function removes a connection identified by its ID from a protected map, using a mutex to ensure thread-safe access.",8.1,35.29,18.75,29.41,68.35
64,cpp,"Handles an incoming D-Bus signal by dispatching it to the appropriate handler for either ""InterfacesAdded"" or ""InterfacesRemoved"" events based on the message's member name","This code handles D-Bus signals related to interface availability changes, routing ""InterfacesAdded"" signals to `onInterfacesAddedSignal` and ""InterfacesRemoved"" signals to `onInterfacesRemovedSignal` of an instance availability status event handler.",This code dispatches D-Bus messages indicating the addition or removal of interfaces to corresponding signal handlers within an instance availability status event object.,7.09,29.63,3.85,22.22,67.88
65,cpp,"Retrieves available service instances from a registry, translates the internal D-Bus representation into a vector of `DBusAddress` objects, and populates the provided output vector and status parameter","This function retrieves available DBus service instances from a registry, populates a vector with their addresses, and sets a success status.","This function retrieves a list of available DBus service instances from a registry and translates them into a vector of DBus addresses, setting the call status to success.",19.11,48.98,25.53,44.9,77.41
66,cpp,"Gets the availability status of a service instance by translating its identifier to a D-Bus address and querying a registry, setting the result and a success status in output parameters","This function determines the availability status of a DBus service instance by translating an address, checking its liveness in a registry, and updating the availability and call status accordingly.","This function retrieves the availability status of a DBus service instance, translating its address and consulting a registry to determine if it's alive, updating the call status to success regardless.",24.44,60.0,27.59,50.0,77.39
67,cpp,"Handles a D-Bus ""InterfacesRemoved"" signal by parsing the object path and interface names, and for any interface matching the one being observed, notifies listeners that its status has changed to ""NOT_AVAILABLE","This function handles a DBus signal indicating the removal of interfaces from a DBus object, specifically checking if the removed interface matches an observed interface and updating the availability status accordingly.","This function processes a DBus signal for interface removal, verifying if the removed interface matches a tracked interface and updating its availability status to 'NOT_AVAILABLE' if it does.",1.76,34.38,3.23,28.12,66.32
68,cpp,Notifies listeners of an interface's availability change by translating its D-Bus path and name into a generic CommonAPI address,This function translates a DBus address representing an interface status change and notifies listeners about the new availability status of a specific object on the bus.,"This function translates a DBus address for a changed interface status, converts it to a common address format, and then notifies registered listeners about the updated availability status.",2.33,46.81,8.89,21.28,73.01
69,cpp,"Thread-safely schedules a task on the main event loop to notify a newly added listener, passing along its specific subscription details",This function adds a listener to a DBus proxy and asynchronously pushes a notification function to the main loop to inform the listener about relevant events based on their subscription.,"This function registers a listener with a DBus proxy and schedules a notification to be sent to that listener via the main loop when relevant DBus events occur, based on the provided subscription.",4.15,34.62,8.0,26.92,70.66
70,cpp,Thread-safely removes all listeners from an internal collection that match the provided `Subscription` identifier,"This function removes a specified listener and its associated subscription from a collection of listeners, ensuring thread safety with a recursive mutex.","This function removes a listener and its subscription from a protected collection of listeners when a listener is removed, using a recursive mutex for thread safety.",2.22,32.43,0.0,16.22,68.35
71,cpp,Delegates the registration of a signal state handler for a specific subscription to the underlying connection object,"This function adds a signal handler and its associated subscription to the connection object within the DBusProxyBase class, enabling the handler to receive and process specific DBus signals.","This function registers a DBus signal handler with a specific subscription ID on the underlying DBus connection, allowing the handler to receive and process relevant signals.",7.43,44.44,18.6,35.56,66.9
72,cpp,Handles the result of an asynchronous service instance query by translating the `DBusAddress` list to a string list on success and invoking a final callback with the call status and the translated list,"This function handles the asynchronous callback for retrieving available service instances via DBus, translating DBus addresses to strings and passing the status and instances to the provided callback function.","This function processes the result of an asynchronous DBus call to retrieve available service instances, converting DBus addresses to strings if successful, and then invoking a callback with the call status and the list of instances.",3.23,38.71,6.67,35.48,65.51
73,cpp,"Dispatches an incoming `DBusMessage` to a registered handler based on its object path and interface, or handles it as a standard introspection request, returning `true` if the message was processed","This function handles incoming DBus messages by looking up a registered interface handler for the message's object path and interface name, and if found, calls the handler's message processing function; otherwise, it handles introspection messages or returns false if no handler is found.","This function processes incoming DBus messages by attempting to route them to a registered interface handler based on the object path and interface name, falling back to introspection message handling if no specific handler is found.",7.35,40.0,13.7,29.33,68.3
74,cpp,"Registers a D-Bus interface handler for a specific path, returning `false` if the exact handler is already registered, but allowing idempotent registration for standard `ObjectManager` and `Properties` interfaces","The function `addDBusInterfaceHandler` adds a `DBusInterfaceHandler` to a table of registered objects, checking for existing handlers and handling specific object manager interfaces to avoid duplicates.","The function `addDBusInterfaceHandler` adds a `DBusInterfaceHandler` to a table of registered objects, preventing duplicates and handling special cases for object manager interfaces.",1.9,29.63,0.0,22.22,62.77
75,cpp,"Registers a given `DBusInterfaceHandler` to a specific path in a table, returning `true` on success and `false` if the handler is already registered for that path","The function adds a DBusInterfaceHandler to a table of registered objects, keyed by interface path, ensuring no duplicates are added and returning true on success or false if the handler already exists.","The function adds a DBusInterfaceHandler to a table of registered objects, keyed by interface path, associating handlers with their respective paths and preventing duplicate registrations.",7.74,58.62,32.14,48.28,76.12
78,c,"Constructs and sends a 2-byte UDS positive response to an ECU Reset request, containing the positive response SID and the echoed reset type, over a CAN bus using the ISO-TP protocol, logging an error if the transmission fails","This function sends a positive response to an ECU reset request via ISOTP protocol, constructing a message with a specific service ID and reset type, and logging any transmission errors.","This function transmits a positive ECU reset response message using the ISOTP protocol, including the reset type in the payload and logging any transmission failures.",13.67,48.57,23.53,40.0,77.93
79,c,"Processes a UDS ECU Reset request, validating the 2-byte message length, sending a positive response before triggering a system reboot for a 'hard reset', and sending a negative response for either an incorrect length or an unsupported reset sub-function","This C function handles an ECU reset request, validating the message length, processing a hard reset by initiating a system reboot after sending a response, and returning a negative response for unsupported reset types.","This C function handles an ECU reset request by validating the message, performing a hard reset (reboot) if requested and supported, or returning an error response for invalid or unsupported reset types.",18.31,66.67,38.36,50.67,78.75
80,c,"Constructs and sends a 4-byte UDS positive response for a ""Request Download"" service, specifying a maximum block length of 0x00D2, over a CAN bus using the ISO-TP protocol and logging an error on failure","This function constructs and transmits a UDS request download response message via ISOTP, including a positive response code and block size, logging any transmission errors.","This function sends a UDS request download response message using ISOTP, specifying a positive response and block size, and logging errors if the transmission fails.",2.66,39.34,10.17,29.51,72.9
81,c,"Constructs and sends a 2-byte UDS positive response for a Transfer Data request (containing the positive SID and the block sequence counter) over a CAN bus using the ISO-TP protocol, logging an error if the transmission fails","This function sends a transfer data response message over ISOTP, using a positive SID and specified block sequence counter, to a designated CAN ID, logging any transmission errors.","This function transmits a CAN message via ISOTP, formatted as a transfer data response with a positive service ID and block sequence counter, to a specific CAN identifier, and logs errors during transmission.",7.63,53.73,21.54,41.79,76.13
82,c,"Constructs and sends a 5-byte UDS positive response for the Routine Control service (containing the routine control type, routine ID, and a result code) over a CAN bus via ISO-TP, logging an error if the transmission fails","This function sends a UDS routine control result message via ISOTP to a specified CAN ID, encapsulating the routine ID and result within the message payload and logging any transmission errors.","This function transmits a UDS routine control result message over ISOTP to a designated CAN ID, including the routine ID and result in the data payload, and logs errors if the transmission fails.",4.17,48.57,14.71,34.29,72.1
83,c,"Constructs and sends a 1-byte UDS positive response for a Transfer Exit request (containing the request SID + 0x40) over a CAN bus using the ISO-TP protocol, logging an error if the transmission fails","This function sends a positive response (transfer exit confirmation) via ISOTP to a specified CAN ID, using a predefined SID and error handling for transmission failures.","This function transmits a positive transfer exit response message over ISOTP to a designated CAN ID, utilizing a specific service ID and logging any transmission errors.",3.68,49.18,10.17,36.07,68.54
85,c,"Searches a predefined `id_mapping` array for a given CAN ID and returns its corresponding index, or `0xff` if the ID is not found","This function maps a CAN identifier (can_id) to an index within a lookup table (id_mapping) and returns the index if found, otherwise returning 0xff to indicate no match.","This inline function maps a CAN identifier (can_id) to a corresponding index in the id_mapping array, returning the index if found, and 0xff if no match is found.",5.87,48.15,11.54,33.33,70.22
